run_id,run_timestamp,symbol,avg_weight,total_contribution,volatility,beta,realized_return,observations
STAB_20260409_2059_9,2026-04-20 23:15:28,AURA33.SA,0.1625,0.48453448187389425,0.4209588069760103,,11.060067248950908,1394
STAB_20260409_2059_9,2026-04-22 22:11:09,DASA3.SA,0.0183,0.014028635254028126,0.6004193579878201,,-0.6623974271291593,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,AXIA6.SA,0.1087,0.35401762522894487,0.4325012486747128,,9.484526475559207,2467
STAB_20260409_2059_9,2026-04-22 22:11:09,ENEV3.SA,0.1292,0.45550089725773113,0.4345405932596159,,12.113289767825297,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,PETR4.SA,0.2089,0.9404000754994759,0.6974735026275698,,14.677495394687895,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,PRIO3.SA,0.1416,1.0333911239928548,0.6411042742078312,,202.73253513833393,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,VALE3.SA,0.1123,0.476081725722042,0.5056224318838292,,21.87606751913282,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,PNVL3.SA,0.1185,0.2341455956821072,0.3655367690745942,,2.6485969092813932,2568
STAB_20260409_2059_9,2026-04-22 22:11:09,AURA33.SA,0.1625,0.47792006236043816,0.42120158641676336,,10.569172823442882,1395
STAB_20260409_2059_9,2026-04-23 22:01:32,DASA3.SA,0.0183,0.013301113007824703,0.600433504602241,,-0.6758189234209105,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,AXIA6.SA,0.1087,0.35259083387226886,0.4324382210496388,,9.346907048197949,2468
STAB_20260409_2059_9,2026-04-23 22:01:32,ENEV3.SA,0.1292,0.4542699691359069,0.4344693910766906,,11.988355424598929,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,PETR4.SA,0.2089,0.9432878789989212,0.697347936439721,,14.894218832042208,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,PRIO3.SA,0.1416,1.0358495363595794,0.6409955680466676,,206.2696720302001,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,VALE3.SA,0.1123,0.47417061072730293,0.5055577884676535,,21.486763906875673,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,PNVL3.SA,0.1185,0.22935361368413137,0.36569340960640795,,2.5010525151282583,2569
STAB_20260409_2059_9,2026-04-23 22:01:32,AURA33.SA,0.1625,0.4645026363852536,0.4225848256733642,,9.613920392964966,1396
