run_id,run_timestamp,scoring_version,Stock,Name,Sector,Industry,CompositeScore,SharpeRatio,PotentialUpside_pct,Momentum,SharpeRatio_norm,PotentialUpside_pct_norm,Momentum_norm,sharpe_weight_used,upside_weight_used,momentum_weight_used,AnnualizedMeanReturn,AnnualizedStdDev,CurrentPrice,TargetPrice,forwardPE,forwardEps,SectorMedianPE
20250812-050603,2025-08-12 05:06:03,3.0.0,LJQQ3.SA,Lojas Quero-Quero S.A.,Consumer Cyclical,Specialty Retail,0.5202083790419004,-0.516315385341708,0.2620954542330918,0.14732139388441445,0.6426806899512373,0.08051501079609209,0.3866551807851422,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.14269698040887374,0.5668957166851826,2.569999933242798,3.2435852331250845,8.862069,0.29,11.184777
20250812-050603,2025-08-12 05:06:03,3.0.0,MELK3.SA,Melnick Desenvolvimento Imobiliário S.A.,Real Estate,Real Estate Services,0.5175878132254773,-0.39657143536050393,0.3022467964925055,-0.08033542489710643,0.6798368176798586,0.08321224849101262,0.30052372991505283,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.008017469570521954,0.39845903028007024,3.369999885559082,4.388571555149425,6.017857,0.56,7.836735
20250812-050603,2025-08-12 05:06:03,3.0.0,VITT3.SA,Vittia S.A.,Basic Materials,Agricultural Inputs,0.5107032052271598,-0.4290423745254647,0.13977649767609446,-0.07824424910702232,0.6697611991348635,0.07229801774272711,0.30131490325125415,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.03463139784629883,0.4303337124928683,4.829999923706055,5.505120396817491,5.8192773,0.83,6.6326754999999995
20250812-050603,2025-08-12 05:06:03,3.0.0,DASA3.SA,Diagnósticos da América S.A.,Healthcare,Diagnostics and Research,0.5004553970016375,-0.389512805666568,1.0568568763539647,-0.27956988006840566,0.6820270857187707,0.1339045202267633,0.22514556738487915,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.06732319234426294,0.5579359373624718,1.340000033378601,2.756188282969318,4.62069,0.29,9.504098
20250812-050603,2025-08-12 05:06:03,3.0.0,MATD3.SA,Hospital Mater Dei S.A.,Healthcare,Medical Care Facilities,0.4873750181377414,-0.7111660546666003,0.0809381636728681,0.19640898371085402,0.5822192106148741,0.06834544820334594,0.405226929938523,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.1790402542858487,0.462677109131854,4.659999847412109,5.037171677777491,8.792453,0.53,9.504098
20250812-050603,2025-08-12 05:06:03,3.0.0,DESK3.SA,Desktop S.A.,Communication Services,Telecom Services,0.48572675554496714,-0.5317498539149966,1.6936601453760658,-0.1993145685815153,0.6378914284827245,0.1766829103079152,0.2555092808699149,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.13277027006731948,0.5317731034346875,7.880000114440918,21.22604225382834,3.959799,1.99,10.66635275
20250812-050603,2025-08-12 05:06:03,3.0.0,CBAV3.SA,Companhia Brasileira de Alumínio,Basic Materials,Aluminum,0.47302133042108446,-0.47663550190399884,0.08017855982500022,-0.3269230522347616,0.6549932186217859,0.06829442046637915,0.20723001605714342,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.12136310341420947,0.5693304471240705,3.5,3.7806249593875005,6.140351,0.57,6.6326754999999995
20250812-050603,2025-08-12 05:06:03,3.0.0,AALR3.SA,Alliança Saúde e Participações S.A.,Healthcare,Diagnostics and Research,0.47045813542672094,-0.3959483554504585,0.27939788150372413,-0.4956353445562265,0.6800301571907601,0.08167733206411965,0.1433995777902711,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.04986329127705553,0.504771110994203,5.199999809265137,6.652868739793585,7.428571,0.7,9.504098
20250812-050603,2025-08-12 05:06:03,3.0.0,BLAU3.SA,Blau Farmacêutica S.A.,Healthcare,Drug Manufacturers - Specialty and Generic,0.468372740198822,-0.6995020494422103,0.2723227828196857,0.0,0.5858385105295068,0.081202049749955,0.3309177534267902,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.15558657505687945,0.43686301605628913,,,7.4698796,1.66,9.504098
20250812-050603,2025-08-12 05:06:03,3.0.0,JALL3.SA,Jalles Machado S/A,Consumer Defensive,Confectioners,0.42505763430595356,-0.7854007138615833,1.5349701884867453,-0.29711753538427577,0.5591844562128988,0.16602263073963155,0.21850660519690882,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.12844659324150315,0.35452806233452916,3.1700000762939453,8.03585569090586,3.07767,1.03,7.8018017
20250812-050603,2025-08-12 05:06:03,3.0.0,RAIZ4.SA,Raízen S.A.,Utilities,Utilities - Renewable,0.3709787768001241,-1.0954713950722608,1.8939147533717184,-0.2662722085488153,0.46297061127315026,0.19013536910188675,0.23017659499611604,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.30986166875888516,0.4197842780993393,1.2400000095367432,3.5884543217794524,3.2631578,0.38,9.4433005
20250812-050603,2025-08-12 05:06:03,3.0.0,VVEO3.SA,CM Hospitalar S/A,Healthcare,Medical Distribution,0.33846912459816464,-1.2633776193300774,2.3490632674306924,-0.29054058190241916,0.4108698987450162,0.2207107785359041,0.2209949231340976,0.6188139987986456,0.08126660041268753,0.2999194007886669,-0.549877560210315,0.553973372253843,1.0499999523162842,3.516516271106446,2.8378377,0.37,9.504098
